NZ_CP007243.1	tig00000001	88.023	8199	882	64	1587609	1595751	452794	460948	0.0	9609
NZ_CP007243.1	tig00000001	84.697	9567	1334	103	1544258	1553760	386172	395672	0.0	9437
NZ_CP007243.1	tig00000001	86.576	7926	1026	33	557775	565678	1704454	1712363	0.0	8708
NZ_CP007243.1	tig00000001	91.326	6364	536	13	474048	480405	1617847	1624200	0.0	8680
NZ_CP007243.1	tig00000001	87.067	7446	805	92	273882	281230	1429385	1436769	0.0	8270
NZ_CP007243.1	tig00000001	92.119	5672	437	9	1577003	1582672	445691	451354	0.0	7989
NZ_CP007243.1	tig00000001	87.269	6441	731	67	1201264	1207667	30532	36920	0.0	7269
NZ_CP007243.1	tig00000001	89.931	5492	503	35	486563	492020	1630618	1636093	0.0	7033
NZ_CP007243.1	tig00000001	89.280	5392	498	48	587331	592679	1736310	1741664	0.0	6682
NZ_CP007243.1	tig00000001	85.046	6520	890	71	535473	541958	1681128	1687596	0.0	6560
NZ_CP007243.1	tig00000001	89.785	5120	460	39	480681	485770	1624926	1630012	0.0	6499
NZ_CP007243.1	tig00000001	88.357	5385	590	24	1190574	1195936	19725	25094	0.0	6436
NZ_CP007243.1	tig00000001	87.239	5658	640	64	1532849	1538457	375009	380633	0.0	6373
NZ_CP007243.1	tig00000001	91.504	4649	365	20	1539154	1543785	381019	385654	0.0	6370
NZ_CP007243.1	tig00000001	92.849	4349	305	6	582336	586681	1728924	1733269	0.0	6303
NZ_CP007243.1	tig00000001	83.772	4708	708	41	552916	557602	1699611	1704283	0.0	4410
NZ_CP007243.1	tig00000001	90.292	3214	298	14	368669	371876	1515656	1518861	0.0	4194
NZ_CP007243.1	tig00000001	80.476	5460	982	69	466557	471981	1610426	1615836	0.0	4100
NZ_CP007243.1	tig00000001	93.859	2703	162	4	1	2701	1176770	1179470	0.0	4069
NZ_CP007243.1	tig00000001	84.165	3966	581	38	544455	548393	1690062	1694007	0.0	3801
NZ_CP007243.1	tig00000001	85.973	3037	390	27	549928	552950	1695471	1698485	0.0	3216
NZ_CP007243.1	tig00000001	80.542	4204	754	47	1587721	1591883	2394440	2390260	0.0	3173
NZ_CP007243.1	tig00000001	93.436	2087	98	10	1558995	1561054	401842	403916	0.0	3059
NZ_CP007243.1	tig00000001	91.114	2172	188	5	492185	494353	1636314	1638483	0.0	2937
NZ_CP007243.1	tig00000001	88.908	2281	251	2	1175908	1178187	2547510	2549789	0.0	2809
NZ_CP007243.1	tig00000001	88.821	2281	247	8	1175908	1178187	802	3075	0.0	2793
NZ_CP007243.1	tig00000001	82.854	3161	482	46	1196108	1199240	25362	28490	0.0	2780
NZ_CP007243.1	tig00000001	82.297	3073	519	23	1603071	1606131	2386334	2383275	0.0	2638
NZ_CP007243.1	tig00000001	90.141	1846	169	10	1596172	1598014	461062	462897	0.0	2388
NZ_CP007243.1	tig00000001	78.541	3700	727	55	1592057	1595730	2390116	2386458	0.0	2372
NZ_CP007243.1	tig00000001	90.006	1751	172	3	37549	39297	1189690	1191439	0.0	2261
NZ_CP007243.1	tig00000001	93.262	1499	86	5	2020810	2022305	846510	847996	0.0	2194
NZ_CP007243.1	tig00000001	84.698	2150	291	31	495305	497440	1639644	1641769	0.0	2113
NZ_CP007243.1	tig00000001	87.982	1814	182	31	1530734	1532520	372200	374004	0.0	2109
NZ_CP007243.1	tig00000001	83.522	2300	329	35	1562854	1565121	407899	410180	0.0	2102
NZ_CP007243.1	tig00000001	76.265	4129	831	115	1598676	1602719	452932	456996	0.0	2058
NZ_CP007243.1	tig00000001	79.782	2849	524	38	630149	632965	2119581	2122409	0.0	2023
NZ_CP007243.1	tig00000001	95.420	1201	55	0	1482775	1483975	300214	301414	0.0	1914
NZ_CP007243.1	tig00000001	95.337	1201	56	0	1464972	1466172	318017	319217	0.0	1908
NZ_CP007243.1	tig00000001	80.557	2479	433	43	290554	293006	1446022	1448477	0.0	1862
NZ_CP007243.1	tig00000001	81.916	2234	356	45	1208586	1210792	49243	51455	0.0	1844
NZ_CP007243.1	tig00000001	90.535	1384	127	3	1660427	1661808	28414	27033	0.0	1827
NZ_CP007243.1	tig00000001	86.763	1662	185	25	1529049	1530691	370460	372105	0.0	1818
NZ_CP007243.1	tig00000001	74.783	4259	958	93	1029645	1033845	2128483	2124283	0.0	1808
NZ_CP007243.1	tig00000001	91.885	1257	101	1	1712310	1713565	426307	427563	0.0	1755
NZ_CP007243.1	tig00000001	88.952	1412	152	4	1199628	1201037	28877	30286	0.0	1740
NZ_CP007243.1	tig00000001	85.165	1692	249	2	1596186	1597877	2427489	2425800	0.0	1733
NZ_CP007243.1	tig00000001	74.300	4253	1006	73	27260	31469	2124275	2128483	0.0	1718
NZ_CP007243.1	tig00000001	89.060	1362	144	4	1197781	1199139	495695	494336	0.0	1685
NZ_CP007243.1	tig00000001	86.301	1387	170	15	1561080	1562460	405412	406784	0.0	1491
NZ_CP007243.1	tig00000001	84.756	1476	191	26	1037366	1038816	2132527	2133993	0.0	1448
NZ_CP007243.1	tig00000001	82.921	1616	262	12	2007952	2009560	2429431	2427823	0.0	1443
NZ_CP007243.1	tig00000001	87.609	1259	135	12	40587	41828	1194597	1195851	0.0	1441
NZ_CP007243.1	tig00000001	96.532	865	27	2	1557795	1558658	404177	405039	0.0	1428
NZ_CP007243.1	tig00000001	91.916	1002	80	1	1553806	1554807	395680	396680	0.0	1400
NZ_CP007243.1	tig00000001	90.622	981	83	3	449096	450076	1593025	1593996	0.0	1293
NZ_CP007243.1	tig00000001	80.058	1730	316	24	1343968	1345684	195684	197397	0.0	1256
NZ_CP007243.1	tig00000001	84.448	1286	177	20	1703853	1705127	431379	430106	0.0	1245
NZ_CP007243.1	tig00000001	84.477	1282	177	19	1703856	1705127	1193573	1192304	0.0	1245
NZ_CP007243.1	tig00000001	80.494	1620	296	15	374557	376166	2242785	2241176	0.0	1223
NZ_CP007243.1	tig00000001	85.312	1171	163	7	542085	543253	1687711	1688874	0.0	1201
NZ_CP007243.1	tig00000001	77.297	2101	430	41	1614913	1616987	2366358	2364279	0.0	1194
NZ_CP007243.1	tig00000001	84.508	1220	173	13	464951	466167	1608839	1610045	0.0	1192
NZ_CP007243.1	tig00000001	85.896	1021	126	14	1556787	1557793	398704	399720	0.0	1072
NZ_CP007243.1	tig00000001	90.060	835	70	8	1711311	1712134	425378	426210	0.0	1070
NZ_CP007243.1	tig00000001	92.276	725	52	4	1249159	1249883	134093	133373	0.0	1026
NZ_CP007243.1	tig00000001	81.550	1252	222	8	1210853	1212098	54426	55674	0.0	1024
NZ_CP007243.1	tig00000001	88.835	824	80	11	494466	495283	1638742	1639559	0.0	1002
NZ_CP007243.1	tig00000001	83.095	1118	160	21	314924	316032	1610048	1608951	0.0	990
NZ_CP007243.1	tig00000001	82.513	1138	169	18	465063	466179	1470825	1469697	0.0	972
NZ_CP007243.1	tig00000001	77.521	1646	330	30	1346258	1347880	197979	199607	0.0	953
NZ_CP007243.1	tig00000001	97.790	543	11	1	1794052	1794593	169708	170250	0.0	935
NZ_CP007243.1	tig00000001	97.422	543	13	1	1318047	1318589	605732	606273	0.0	924
NZ_CP007243.1	tig00000001	79.697	1320	234	31	2023472	2024777	860456	861755	0.0	922
NZ_CP007243.1	tig00000001	76.481	1739	382	21	285332	287062	1442486	1444205	0.0	920
NZ_CP007243.1	tig00000001	87.438	804	76	17	1557809	1558604	401061	401847	0.0	902
NZ_CP007243.1	tig00000001	87.101	783	97	4	549025	549804	1694622	1695403	0.0	883
NZ_CP007243.1	tig00000001	94.840	562	29	0	39289	39850	1191723	1192284	0.0	878
NZ_CP007243.1	tig00000001	78.118	1403	277	27	829821	831208	849700	848313	0.0	863
NZ_CP007243.1	tig00000001	78.118	1403	277	27	829821	831208	1568949	1570336	0.0	863
NZ_CP007243.1	tig00000001	78.118	1403	277	27	829821	831208	2082747	2084134	0.0	863
NZ_CP007243.1	tig00000001	78.384	1337	265	22	846027	847350	1569013	1570338	0.0	846
NZ_CP007243.1	tig00000001	78.384	1337	265	22	846027	847350	2082811	2084136	0.0	846
NZ_CP007243.1	tig00000001	88.056	720	77	9	592680	593395	1741639	1742353	0.0	845
NZ_CP007243.1	tig00000001	78.352	1335	265	22	846027	847348	849636	848313	0.0	843
NZ_CP007243.1	tig00000001	85.518	801	114	2	1555519	1556318	397332	398131	0.0	835
NZ_CP007243.1	tig00000001	88.626	677	74	3	780385	781059	1920470	1921145	0.0	821
NZ_CP007243.1	tig00000001	86.436	752	74	16	39846	40587	1193574	1194307	0.0	798
NZ_CP007243.1	tig00000001	85.889	737	88	8	1586097	1586827	451374	452100	0.0	771
NZ_CP007243.1	tig00000001	84.441	752	99	17	294027	294770	1448600	1449341	0.0	725
NZ_CP007243.1	tig00000001	75.605	1406	316	25	1708898	1710290	1570337	1568946	0.0	671
NZ_CP007243.1	tig00000001	75.552	1403	316	25	1708898	1710287	2084135	2082747	0.0	665
NZ_CP007243.1	tig00000001	80.891	853	154	8	1842955	1843803	684684	685531	0.0	664
NZ_CP007243.1	tig00000001	75.535	1402	316	24	1708899	1710287	848313	849700	0.0	664
NZ_CP007243.1	tig00000001	85.578	631	83	8	1106970	1107595	438927	438300	0.0	654
NZ_CP007243.1	tig00000001	75.483	1138	238	35	1026129	1027245	2131469	2132586	6.26e-144	518
NZ_CP007243.1	tig00000001	90.674	386	34	1	1710893	1711276	425006	425391	2.91e-142	512
NZ_CP007243.1	tig00000001	92.857	336	22	2	2009694	2010027	846174	845839	1.77e-134	486
NZ_CP007243.1	tig00000001	83.597	506	80	2	2022465	2022967	852204	852709	4.94e-130	472
NZ_CP007243.1	tig00000001	89.790	333	33	1	282307	282638	1439272	1439604	3.90e-116	425
NZ_CP007243.1	tig00000001	88.657	335	35	3	393907	394239	1548704	1549037	5.08e-110	405
NZ_CP007243.1	tig00000001	88.110	328	34	5	1700829	1701154	439687	439363	6.62e-104	385
NZ_CP007243.1	tig00000001	86.325	351	45	3	2005852	2006200	366501	366850	3.08e-102	379
NZ_CP007243.1	tig00000001	81.841	391	48	14	1007874	1008260	60632	60261	1.48e-80	307
NZ_CP007243.1	tig00000001	96.089	179	6	1	1712132	1712309	435059	435237	1.49e-75	291
NZ_CP007243.1	tig00000001	75.648	579	131	9	781971	782544	1939525	1938952	3.22e-72	279
NZ_CP007243.1	tig00000001	84.586	266	39	2	1701157	1701421	2437943	2437679	3.24e-67	263
NZ_CP007243.1	tig00000001	84.170	259	37	4	1708899	1709154	429291	429034	9.07e-63	248
NZ_CP007243.1	tig00000001	88.442	199	20	3	486350	486546	1630300	1630497	1.96e-59	237
NZ_CP007243.1	tig00000001	83.206	262	36	7	830951	831208	429034	429291	2.54e-58	233
NZ_CP007243.1	tig00000001	83.206	262	36	7	847091	847348	429034	429291	2.54e-58	233
NZ_CP007243.1	tig00000001	79.819	332	54	8	2005337	2005665	60582	60261	3.28e-57	230
NZ_CP007243.1	tig00000001	95.588	136	6	0	40587	40722	1191721	1191856	7.11e-54	219
NZ_CP007243.1	tig00000001	85.149	202	27	3	281326	281524	436074	436275	1.99e-49	204
NZ_CP007243.1	tig00000001	78.914	313	52	11	368059	368365	1515231	1515535	2.58e-48	200
NZ_CP007243.1	tig00000001	90.370	135	12	1	39289	39422	1194599	1194733	4.34e-41	176
NZ_CP007243.1	tig00000001	89.552	134	12	2	368513	368645	1515540	1515672	7.26e-39	169
NZ_CP007243.1	tig00000001	74.792	361	83	8	95156	95512	1954424	1954068	5.65e-35	156
NZ_CP007243.1	tig00000001	93.333	105	5	2	448842	448944	1592327	1592431	2.03e-34	154
NZ_CP007243.1	tig00000001	91.489	94	8	0	442631	442724	1591474	1591567	3.43e-27	130
NZ_CP007243.1	tig00000001	90.426	94	5	4	448989	449080	1591474	1591565	2.06e-24	121
NZ_CP007243.1	tig00000001	88.776	98	7	3	281671	281765	1438650	1438746	2.67e-23	117
NZ_CP007243.1	tig00000001	88.889	90	9	1	1562688	1562777	407364	407452	4.46e-21	110
NZ_CP007243.1	tig00000001	89.412	85	5	4	1346264	1346346	1247624	1247542	2.08e-19	104
NZ_CP007243.1	tig00000001	83.962	106	17	0	1944653	1944758	186540	186645	7.47e-19	102
NZ_CP007243.1	tig00000001	91.781	73	6	0	1996400	1996472	860331	860403	7.47e-19	102
NZ_CP007243.1	tig00000001	98.246	57	1	0	1710834	1710890	424970	425026	2.69e-18	100
NZ_CP007243.1	tig00000001	100.000	54	0	0	1840663	1840716	684678	684731	2.69e-18	100
NZ_CP007243.1	tig00000001	90.789	76	6	1	2007105	2007180	860323	860397	2.69e-18	100
NZ_CP007243.1	tig00000001	88.235	85	6	4	91986	92068	198066	197984	9.66e-18	99.0
NZ_CP007243.1	tig00000001	96.552	58	2	0	393732	393789	1548457	1548514	3.48e-17	97.1
NZ_CP007243.1	tig00000001	88.462	78	9	0	1161998	1162075	198067	197990	1.25e-16	95.3
NZ_CP007243.1	tig00000001	86.022	93	8	5	1710841	1710930	427561	427471	1.25e-16	95.3
NZ_CP007243.1	tig00000001	88.462	78	9	0	1346270	1346347	2533644	2533567	1.25e-16	95.3
NZ_CP007243.1	tig00000001	98.148	54	0	1	1027197	1027249	2114399	2114452	4.50e-16	93.5
NZ_CP007243.1	tig00000001	87.805	82	5	5	1840639	1840718	319505	319427	1.62e-15	91.6
NZ_CP007243.1	tig00000001	87.654	81	7	3	1484185	1484263	652360	652281	1.62e-15	91.6
NZ_CP007243.1	tig00000001	79.528	127	26	0	122634	122760	666834	666708	1.62e-15	91.6
NZ_CP007243.1	tig00000001	93.443	61	4	0	845951	846011	920207	920147	1.62e-15	91.6
NZ_CP007243.1	tig00000001	100.000	49	0	0	988040	988088	2132538	2132586	1.62e-15	91.6
NZ_CP007243.1	tig00000001	100.000	48	0	0	1037378	1037425	2114402	2114449	5.82e-15	89.8
NZ_CP007243.1	tig00000001	94.737	57	2	1	2007113	2007169	838350	838405	2.09e-14	87.9
NZ_CP007243.1	tig00000001	100.000	45	0	0	1842955	1842999	652311	652355	2.71e-13	84.2
NZ_CP007243.1	tig00000001	83.871	93	10	4	1161995	1162086	1247539	1247627	2.71e-13	84.2
NZ_CP007243.1	tig00000001	83.871	93	10	4	91983	92071	2533564	2533655	2.71e-13	84.2
NZ_CP007243.1	tig00000001	79.630	108	20	2	450777	450883	1751926	1751820	4.53e-11	76.8
NZ_CP007243.1	tig00000001	93.878	49	1	2	1561047	1561094	403932	403979	5.86e-10	73.1
NZ_CP007243.1	tig00000001	97.674	43	0	1	1999163	1999205	683666	683625	5.86e-10	73.1
NZ_CP007243.1	tig00000001	90.196	51	5	0	1252218	1252268	131232	131182	2.73e-08	67.6
NZ_CP007243.1	tig00000001	78.846	104	17	4	1999163	1999264	2131510	2131410	9.80e-08	65.8
NZ_CP007243.1	tig00000001	100.000	32	0	0	1484188	1484219	684729	684698	4.56e-06	60.2
NZ_CP007243.1	tig00000001	94.872	39	1	1	602905	602943	1594702	1594665	4.56e-06	60.2
NZ_CP007243.1	tig00000001	100.000	31	0	0	1842969	1842999	319461	319431	1.64e-05	58.4
